				Classification 1 - General Classification			Classification 2 - Taxonomic					Classification 3 - Parts of Organism			Classification 4 - Treatment						
exposed stress	fludioxonil	28	0.00%		1												1		0100000000000100		
nitrogen condition	medium n	8	0.00%		1														0100000000000000		
nitrogen condition	low n	32	0.00%		1														0100000000000000		
nitrogen condition	nitrogen deficient	24	0.00%		1														0100000000000000		
nitrogen condition	high n	24	0.00%		1														0100000000000000		
nitrogen condition	nitrogen sufficient	8	0.00%		1														0100000000000000		
dietary fat	high	6	0.00%		1														0100000000000000		
diagnosis	icf	12	0.00%		1														0100000000000000		
diagnosis	unaffected	44	0.00%		1														0100000000000000		
diagnosis	cfs	32	0.00%		1														0100000000000000		
intervention	weight bearing	12	0.00%		1														0100000000000000		
intervention	6 days of hind limb unloading	12	0.00%		1														0100000000000000		
route of exposure	inhalation	96	0.01%		1														0100000000000000		
route of exposure	diet	45	0.00%		1														0100000000000000		
route of exposure	feed	1	0.00%		1														0100000000000000		
route of exposure	gavage	100	0.01%		1														0100000000000000		
atmosphere	80% oxygen	6	0.00%		1														0100000000000000		
atmosphere	oxygen	40	0.00%		1														0100000000000000		
atmosphere	2% oxygen	24	0.00%		1														0100000000000000		
organism part	dorsolateral prefrontal cortex	44	0.00%			1							1						0010000001000000		
organism part	not specified	5	0.00%			1							1						0010000001000000		
organism part	dorsal root ganglia	8	0.00%			1							1						0010000001000000		
organism part	heart ventricle	3	0.00%			1							1						0010000001000000		
organism part	trigeminal ganglia	8	0.00%			1							1						0010000001000000		
organism part	nodose nucleus	8	0.00%			1							1						0010000001000000		
organism part	bone marrow	418	0.03%			1							1						0010000001000000		
organism part	subthalamic nucleus	8	0.00%			1							1						0010000001000000		
organism part	ut**	4	0.00%			1							1						0010000001000000		
organism part	pancretic islet	5	0.00%			1							1						0010000001000000		
organism part	frontal lobe	9	0.00%			1							1						0010000001000000		
organism part	"brain,heart,kidney,liver,lung"	1	0.00%			1							1						0010000001000000		
organism part	brain	2	0.00%			1							1						0010000001000000		
organism part	tonsil	25	0.00%			1							1						0010000001000000		
organism part	heart	135	0.01%			1							1						0010000001000000		
organism part	peripheral blood or tonsil	20	0.00%			1							1						0010000001000000		
organism part	cell	5	0.00%			1							1						0010000001000000		
organism part	colon cecum	2	0.00%			1							1						0010000001000000		
organism part	pharynx	1	0.00%			1							1						0010000001000000		
organism part	cord blood	18	0.00%			1							1						0010000001000000		
organism part	blood	16	0.00%			1							1						0010000001000000		
organism part	tongue main corpus	4	0.00%			1							1						0010000001000000		
organism part	st   right upper leg	6	0.00%			1							1						0010000001000000		
organism part	bronchus	3	0.00%			1							1						0010000001000000		
organism part	st   right shoulder	3	0.00%			1							1						0010000001000000		
organism part	mammary gland	2	0.00%			1							1						0010000001000000		
organism part	langerhans cell histiocytosis lesion	25	0.00%			1							1						0010000001000000		
organism part	saphenous vein	3	0.00%			1							1						0010000001000000		
organism part	occipital lobe	8	0.00%			1							1						0010000001000000		
organism part	thalamus	8	0.00%			1							1						0010000001000000		
organism part	heart atrium	4	0.00%			1							1						0010000001000000		
organism part	no data	1	0.00%			1							1						0010000001000000		
organism part	pancretic acinar	5	0.00%			1							1						0010000001000000		
organism part	vestibular nuclei superior	7	0.00%			1							1						0010000001000000		
organism part	salivary gland	4	0.00%			1							1						0010000001000000		
organism part	adrenal gland cortex	4	0.00%			1							1						0010000001000000		
organism part	putamen0	1	0.00%			1							1						0010000001000000		
organism part	cerebellum0	1	0.00%			1							1						0010000001000000		
organism part	coronary artery	3	0.00%			1							1						0010000001000000		
organism part	st   epididymis	2	0.00%			1							1						0010000001000000		
organism part	testis	4	0.00%			1							1						0010000001000000		
organism part	myometrium	4	0.00%			1							1						0010000001000000		
organism part	st   left chest wall	1	0.00%			1							1						0010000001000000		
organism part	lymph node	133	0.01%			1							1						0010000001000000		
organism part	small intestine	9	0.00%			1							1						0010000001000000		
organism part	st   retrocoecal tumor	3	0.00%			1							1						0010000001000000		
organism part	hypothalamus	8	0.00%			1							1						0010000001000000		
organism part	temporal lobe	8	0.00%			1							1						0010000001000000		
organism part	tumor	86	0.01%			1							1						0010000001000000		
organism part	unknown	1	0.00%			1							1						0010000001000000		
organism part	ut	13	0.00%			1							1						0010000001000000		
organism part	n/a	15	0.00%			1							1						0010000001000000		
organism part	pancreas	4	0.00%			1							1						0010000001000000		
organism part	lung	273	0.02%			1							1						0010000001000000		
organism part	vulva	4	0.00%			1							1						0010000001000000		
organism part	medulla	9	0.00%			1							1						0010000001000000		
organism part	trachea	3	0.00%			1							1						0010000001000000		
organism part	pharyngeal mucosa	4	0.00%			1							1						0010000001000000		
organism part	st   left leg	1	0.00%			1							1						0010000001000000		
organism part	placenta	2	0.00%			1							1						0010000001000000		
organism part	hippocampus	9	0.00%			1							1						0010000001000000		
organism part	kidney medulla	4	0.00%			1							1						0010000001000000		
organism part	oropharynx	6	0.00%			1							1						0010000001000000		
organism part	cerebellum	8	0.00%			1							1						0010000001000000		
organism part	decidua	2	0.00%			1							1						0010000001000000		
organism part	stomach pyloric	4	0.00%			1							1						0010000001000000		
organism part	adipose tissue omental	4	0.00%			1							1						0010000001000000		
organism part	ovary	4	0.00%			1							1						0010000001000000		
organism part	umbilical cord	56	0.00%			1							1						0010000001000000		
organism part	dermis	12	0.00%			1							1						0010000001000000		
organism part	st   left thigh	2	0.00%			1							1						0010000001000000		
organism part	st   left scrotum	2	0.00%			1							1						0010000001000000		
organism part	st   retroperitoneum	10	0.00%			1							1						0010000001000000		
organism part	stomach cardiac	3	0.00%			1							1						0010000001000000		
organism part	foreskin	1	0.00%			1							1						0010000001000000		
organism part	myometrium0	1	0.00%			1							1						0010000001000000		
organism part	stomach fundus	4	0.00%			1							1						0010000001000000		
organism part	c1 2 spine	2	0.00%			1							1						0010000001000000		
organism part	substantia nigra	8	0.00%			1							1						0010000001000000		
organism part	st   left che wall	2	0.00%			1							1						0010000001000000		
organism part	skin	17	0.00%			1							1						0010000001000000		
organism part	st   right upper arm	4	0.00%			1							1						0010000001000000		
organism part	corpus callosum	9	0.00%			1							1						0010000001000000		
organism part	st   left inguinal	1	0.00%			1							1						0010000001000000		
organism part	mammary gland0	1	0.00%			1							1						0010000001000000		
organism part	st   left upper leg	3	0.00%			1							1						0010000001000000		
organism part	endometrium	4	0.00%			1							1						0010000001000000		
organism part	floor of mouth	5	0.00%			1							1						0010000001000000		
organism part	vagina	4	0.00%			1							1						0010000001000000		
organism part	lymph nodes	4	0.00%			1							1						0010000001000000		
organism part	kidney cortex	4	0.00%			1							1						0010000001000000		
organism part	st   chest wall	2	0.00%			1							1						0010000001000000		
organism part	skeletal muscle vastus lateralis	42	0.00%			1							1						0010000001000000		
organism part	st   right lower arm	1	0.00%			1							1						0010000001000000		
organism part	uterine cervix	6	0.00%			1							1						0010000001000000		
organism part	amygdala	8	0.00%			1							1						0010000001000000		
organism part	tongue	15	0.00%			1							1						0010000001000000		
organism part	mouth	2	0.00%			1							1						0010000001000000		
organism part	spinal cord	8	0.00%			1							1						0010000001000000		
organism part	midbrain	9	0.00%			1							1						0010000001000000		
organism part	st   right gluteal region	1	0.00%			1							1						0010000001000000		
organism part	putamen	8	0.00%			1							1						0010000001000000		
organism part	skeletal muscle	5	0.00%			1							1						0010000001000000		
organism part	urethra	3	0.00%			1							1						0010000001000000		
organism part	umbilical cord blood	80	0.01%			1							1						0010000001000000		
organism part	breast tumor	172	0.01%			1							1						0010000001000000		
organism part	peripheral blood	819	0.07%			1							1						0010000001000000		
organism part	oral mucosa	4	0.00%			1							1						0010000001000000		
organism part	st   right buttock	3	0.00%			1							1						0010000001000000		
organism part	liver	188	0.02%			1							1						0010000001000000		
organism part	testes	4	0.00%			1							1						0010000001000000		
organism part	spleen	13	0.00%			1							1						0010000001000000		
organism part	cervix	31	0.00%			1							1						0010000001000000		
organism part	whole blood	155	0.01%			1							1						0010000001000000		
organism part	prostate gland	3	0.00%			1							1						0010000001000000		
organism part	st   retroperioneum	2	0.00%			1							1						0010000001000000		
organism part	adipose tissue	3	0.00%			1							1						0010000001000000		
organism part	st    right inguinal	2	0.00%			1							1						0010000001000000		
organism part	nipple cross section	4	0.00%			1							1						0010000001000000		
organism part	esophagus	4	0.00%			1							1						0010000001000000		
organism part	uvula and palate	1	0.00%			1							1						0010000001000000		
organism part	cerebral cortex	13	0.00%			1							1						0010000001000000		
organism part	larynx	2	0.00%			1							1						0010000001000000		
organism part	pituitary gland	8	0.00%			1							1						0010000001000000		
organism part	cervix0	1	0.00%			1							1						0010000001000000		
organism part	ventral tegmental area	8	0.00%			1							1						0010000001000000		
organism part	adipose tissue subcutaneous	3	0.00%			1							1						0010000001000000		
organism part	oral cavity	11	0.00%			1							1						0010000001000000		
organism part	bronchus or trachea	22	0.00%			1							1						0010000001000000		
organism part	tongue superior part w/ papillae	4	0.00%			1							1						0010000001000000		
organism part	accumbens	9	0.00%			1							1						0010000001000000		
organism part	hypopharynx	2	0.00%			1							1						0010000001000000		
organism part	kidney	130	0.01%			1							1						0010000001000000		
organism part	thyroid gland	4	0.00%			1							1						0010000001000000		
organism part	abdominal fat	2	0.00%			1							1						0010000001000000		
organism part	colon cecum0	1	0.00%			1							1						0010000001000000		
organism part	stomach	23	0.00%			1							1						0010000001000000		
organism part	parietal lobe	9	0.00%			1							1						0010000001000000		
organism part	thymus	4	0.00%			1							1						0010000001000000		
light sources	sun and 10 hour day sodium supplemental lighting	36	0.00%		1														0100000000000000		
cystectomy	yes	87	0.01%		1														0100000000000000		
disease	p. berghei anka  (day 6)	1	0.00%		1														0100000000000000		
disease	glioblastoma variant	16	0.00%		1														0100000000000000		
disease	p. berghei k173  (day 6)	1	0.00%		1														0100000000000000		
disease	hepatocellular carcinoma	87	0.01%		1														0100000000000000		
disease	sezary syndrom	7	0.00%		1														0100000000000000		
disease	acute lymphoblastic leukemia	16	0.00%		1														0100000000000000		
disease	nonaustistic control	42	0.00%		1														0100000000000000		
disease	osteosarcoma	6	0.00%		1														0100000000000000		
disease	metastatic liver tumor	8	0.00%		1														0100000000000000		
disease	tumor stage mycosis fungoides	41	0.00%		1														0100000000000000		
disease	p. berghei k173 (day 14)	5	0.00%		1														0100000000000000		
disease	amyotrophic lateral sclerosis	20	0.00%		1														0100000000000000		
disease	nonaustistic	21	0.00%		1														0100000000000000		
disease	breast neoplasia	6	0.00%		1														0100000000000000		
disease	autism spectrum disorder	21	0.00%		1														0100000000000000		
disease	a deletion on 11q13.3 q13.4 in one patients with severe mental retardation	1	0.00%		1														0100000000000000		
disease	autistic	21	0.00%		1														0100000000000000		
disease	schizophrenia	20	0.00%		1														0100000000000000		
disease	nonautistic	17	0.00%		1														0100000000000000		
disease	anaplastic astrocytoma	35	0.00%		1														0100000000000000		
disease	colorectal adenocarcinoma	9	0.00%		1														0100000000000000		
disease	cardiorenal syndrome (crs)	36	0.00%		1														0100000000000000		
disease	liver neoplasia	4	0.00%		1														0100000000000000		
disease	pachydermoperiostosis	1	0.00%		1														0100000000000000		
disease	non sezary skin inflammation (psoriasis)	2	0.00%		1														0100000000000000		
disease	healthy individual	45	0.00%		1														0100000000000000		
disease	colon neoplasia	4	0.00%		1														0100000000000000		
disease	tumor	12	0.00%		1														0100000000000000		
disease	melanoma	8	0.00%		1														0100000000000000		
disease	endometrial neoplasia	2	0.00%		1														0100000000000000		
disease	type 2 diabetes	10	0.00%		1														0100000000000000		
disease	herbert immunodeficiency syndrome	2	0.00%		1														0100000000000000		
disease	prostate neoplasia	2	0.00%		1														0100000000000000		
disease	hyperplastic polyposis syndrome (hpps)	9	0.00%		1														0100000000000000		
disease	adenocarcinoma	175	0.01%		1														0100000000000000		
disease	pediatric acute lymphoblastic leukemia	100	0.01%		1														0100000000000000		
disease	acute quadriplegic myopathy (aqm)	10	0.00%		1														0100000000000000		
disease	b cell chronic lymphocytic leukemia (b cll)	160	0.01%		1														0100000000000000		
disease	healthy	107	0.01%		1														0100000000000000		
disease	uc	72	0.01%		1														0100000000000000		
disease	squamous cell carcinoma of the lung	6	0.00%		1														0100000000000000		
disease	carcinoma	23	0.00%		1														0100000000000000		
disease	acute t cell leukemia	1	0.00%		1														0100000000000000		
disease	laryngeal neoplasia	2	0.00%		1														0100000000000000		
disease	acute quadriplegic myopathy (porcine aqm)	24	0.00%		1														0100000000000000		
disease	p. bergehi anka (day 6)	1	0.00%		1														0100000000000000		
disease	normal	71	0.01%		1														0100000000000000		
disease	multiple sclerosis	48	0.00%		1														0100000000000000		
disease	lymphoma;mycosis fungoides	1	0.00%		1														0100000000000000		
disease	erythroleukemia (aml m6)	6	0.00%		1														0100000000000000		
disease	trachoma	57	0.00%		1														0100000000000000		
disease	myelomonocytic leukemia	8	0.00%		1														0100000000000000		
disease	coronary artery disease	20	0.00%		1														0100000000000000		
disease	down syndrome amkl	12	0.00%		1														0100000000000000		
disease	myelodysplasia	28	0.00%		1														0100000000000000		
disease	fibrosarcoma	29	0.00%		1														0100000000000000		
disease	systemic lupus erythematosus	21	0.00%		1														0100000000000000		
disease	none	10	0.00%		1														0100000000000000		
disease	non diabetic control	10	0.00%		1														0100000000000000		
disease	acute myeloid leukemia	12	0.00%		1														0100000000000000		
disease	bladder neoplasia	4	0.00%		1														0100000000000000		
disease	prostate cancer	44	0.00%		1														0100000000000000		
disease	allergic eosinophilic chronic rhinosinusitis	2	0.00%		1														0100000000000000		
disease	anaplastic pxa	6	0.00%		1														0100000000000000		
disease	control	19	0.00%		1														0100000000000000		
disease	uinfected control	1	0.00%		1														0100000000000000		
disease	kidney neoplasia	4	0.00%		1														0100000000000000		
disease	fixed drug eruption	4	0.00%		1														0100000000000000		
disease	uninfected control	14	0.00%		1														0100000000000000		
disease	breast carcinoma	2	0.00%		1														0100000000000000		
disease	dress	4	0.00%		1														0100000000000000		
disease	glioblastoma	137	0.01%		1														0100000000000000		
disease	pyometra disease	4	0.00%		1														0100000000000000		
disease	cd	73	0.01%		1														0100000000000000		
disease	jmml	40	0.00%		1														0100000000000000		
disease	parkinson's disease	20	0.00%		1														0100000000000000		
disease	healthy normal (rosacea)	6	0.00%		1														0100000000000000		
disease	lung neoplasia	8	0.00%		1														0100000000000000		
disease	myelodysplastic syndromes (mds)	171	0.01%		1														0100000000000000		
disease	ovary neoplasia	2	0.00%		1														0100000000000000		
disease	p. berghei anka (day 6)	3	0.00%		1														0100000000000000		
disease	ra	72	0.01%		1														0100000000000000		
disease	huntington's disease	20	0.00%		1														0100000000000000		
disease	maculopapular exanthema	10	0.00%		1														0100000000000000		
disease	p. berghei k173 (day 6)	4	0.00%		1														0100000000000000		
disease	bile duct neoplasia	2	0.00%		1														0100000000000000		
disease	inviltrating ductal carcinoma	2	0.00%		1														0100000000000000		
disease	anaplastic oligodendroglioma	15	0.00%		1														0100000000000000		
disease	crohns disease	99	0.01%		1														0100000000000000		
disease	infiltrating ductal carcinoma	16	0.00%		1														0100000000000000		
disease	healthy control	5	0.00%		1														0100000000000000		
disease	pancreas neoplasia	2	0.00%		1														0100000000000000		
disease	coronary artery disease (cad)	3	0.00%		1														0100000000000000		
disease	in transit disease	28	0.00%		1														0100000000000000		
disease	alzheimer's disease	18	0.00%		1														0100000000000000		
disease	relapsed aml	14	0.00%		1														0100000000000000		
disease	amkl	10	0.00%		1														0100000000000000		
disease	aml with trilineage dysplasia	16	0.00%		1														0100000000000000		
disease	erythema multiforme	2	0.00%		1														0100000000000000		
disease	familial hypercholesterolemia	5	0.00%		1														0100000000000000		
disease	tongue neoplasia	2	0.00%		1														0100000000000000		
disease	healthy normal	1	0.00%		1														0100000000000000		
disease	stevens johnson syndrome	6	0.00%		1														0100000000000000		
disease	rheumatoid arthritis	6	0.00%		1														0100000000000000		
perineural invasion	yes	64	0.01%		1														0100000000000000		
perineural invasion	na	3	0.00%		1														0100000000000000		
perineural invasion	no	18	0.00%		1														0100000000000000		
fungus	aspergillus niger	3	0.00%	1						1									1000001000000000		
fungus	stenocarpella maydis	3	0.00%	1						1									1000001000000000		
fungus	aspergillus clavatus	3	0.00%	1						1									1000001000000000		
fungus	fusarium verticillioides	3	0.00%	1						1									1000001000000000		
fungus	fusarium equiseti	3	0.00%	1						1									1000001000000000		
fungus	bipolaris sorokiniana	3	0.00%	1						1									1000001000000000		
fungus	fusarium acuminatum	3	0.00%	1						1									1000001000000000		
fungus	aspergillus versicolor	3	0.00%	1						1									1000001000000000		
fungus	penicillium corylophilum	3	0.00%	1						1									1000001000000000		
fungus	penicillium islandicum	3	0.00%	1						1									1000001000000000		
fungus	claviceps purpurea	3	0.00%	1						1									1000001000000000		
fungus	penicillium expansum	3	0.00%	1						1									1000001000000000		
fungus	fusarium oxysporum	3	0.00%	1						1									1000001000000000		
fungus	fusarium semitectum	3	0.00%	1						1									1000001000000000		
fungus	fusarium compactum	3	0.00%	1						1									1000001000000000		
fungus	fusarium subglutinans	3	0.00%	1						1									1000001000000000		
fungus	fusarium avenaceum	3	0.00%	1						1									1000001000000000		
fungus	fusarium sporotrichioides	3	0.00%	1						1									1000001000000000		
fungus	fusarium anthophilum	3	0.00%	1						1									1000001000000000		
fungus	eurotium amstelodami	3	0.00%	1						1									1000001000000000		
fungus	drechslera	3	0.00%	1						1									1000001000000000		
fungus	aspergillus multicolor	3	0.00%	1						1									1000001000000000		
fungus	aspergillus carbonarius	3	0.00%	1						1									1000001000000000		
fungus	eurotium chevalieri	3	0.00%	1						1									1000001000000000		
fungus	penicillium italicum	3	0.00%	1						1									1000001000000000		
fungus	fusarium sambucinum	3	0.00%	1						1									1000001000000000		
fungus	fusarium crookwellense	3	0.00%	1						1									1000001000000000		
fungus	fusarium graminearum	3	0.00%	1						1									1000001000000000		
fungus	aspergillus parasiticus	3	0.00%	1						1									1000001000000000		
fungus	fusarium rugulosum	3	0.00%	1						1									1000001000000000		
fungus	fusarium globosum	3	0.00%	1						1									1000001000000000		
fungus	fusarium decemcellulare	3	0.00%	1						1									1000001000000000		
fungus	penicillium fellutanum	3	0.00%	1						1									1000001000000000		
fungus	penicillium rugulosum	3	0.00%	1						1									1000001000000000		
fungus	alternaria alternata	3	0.00%	1						1									1000001000000000		
fungus	curvularia lunata	3	0.00%	1						1									1000001000000000		
fungus	penicillium viridicatum	3	0.00%	1						1									1000001000000000		
fungus	fusarium solani	3	0.00%	1						1									1000001000000000		
fungus	penicillium funiculosum	3	0.00%	1						1									1000001000000000		
fungus	pithomyces chartarum	3	0.00%	1						1									1000001000000000		
geneticbackground	canton s	12	0.00%															1	0000000000000010		
geneticbackground	"yw, w1118"	30	0.00%															1	0000000000000010		
breast biopsy diagnosis	adenosis	21	0.00%		1														0100000000000000		
breast biopsy diagnosis	"fibroadenoma, papilloma"	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	"adenosis, ductal ectasia"	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	"fibroadenoma, adenosis"	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	invasive lobular carcinoma and lcis	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	benign breast disease	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	fibrocystic changes	6	0.00%		1														0100000000000000		
breast biopsy diagnosis	invasive lobular carcinoma	12	0.00%		1														0100000000000000		
breast biopsy diagnosis	"apocrine metaplasia, stromal fibrosis"	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	mucinous adenocarcinoma	5	0.00%		1														0100000000000000		
breast biopsy diagnosis	fibroadenoma	6	0.00%		1														0100000000000000		
breast biopsy diagnosis	invasive ductal carcinoma and dcis	30	0.00%		1														0100000000000000		
breast biopsy diagnosis	papilloma	4	0.00%		1														0100000000000000		
breast biopsy diagnosis	invasive ductal carcinoma	81	0.01%		1														0100000000000000		
breast biopsy diagnosis	stromal fibrosis	6	0.00%		1														0100000000000000		
breast biopsy diagnosis	ductal hyperplasia	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	invasive ductal and lobular carcinoma	9	0.00%		1														0100000000000000		
breast biopsy diagnosis	apocrine metaplasia	3	0.00%		1														0100000000000000		
breast biopsy diagnosis	"ductal hyperplasia, mild"	6	0.00%		1														0100000000000000		
pedigree	collie	1	0.00%		1													1	0100000000000010		
pedigree	1459	37	0.00%		1													1	0100000000000010		
pedigree	boxer	11	0.00%		1													1	0100000000000010		
pedigree	1408	39	0.00%		1													1	0100000000000010		
pedigree	rottweiller	1	0.00%		1													1	0100000000000010		
pedigree	airedale terrier	1	0.00%		1													1	0100000000000010		
pedigree	akita 1	1	0.00%		1													1	0100000000000010		
pedigree	bulldog	1	0.00%		1													1	0100000000000010		
pedigree	akita 2	1	0.00%		1													1	0100000000000010		
pedigree	german shorthaired pointer	1	0.00%		1													1	0100000000000010		
pedigree	shetland sheepdog	1	0.00%		1													1	0100000000000010		
pedigree	basset hound	1	0.00%		1													1	0100000000000010		
pedigree	1358	36	0.00%		1													1	0100000000000010		
matrix	thick deformable	15	0.00%		1														0100000000000000		
matrix	thin rigid	3	0.00%		1														0100000000000000		
infected host	7 day old barley seedlings	3	0.00%		1														0100000000000000		
infected host	7 day old wheat seedlings	3	0.00%		1														0100000000000000		
cytogenetics	12	2	0.00%		1													1	0100000000000010		
cytogenetics	nn	2	0.00%		1													1	0100000000000010		
cytogenetics	"+3,+3,+12,+12,+18,+18"	2	0.00%		1													1	0100000000000010		
cytogenetics	"+3,+12,+17"	2	0.00%		1													1	0100000000000010		
cytogenetics	"+3,+12"	2	0.00%		1													1	0100000000000010		
cytogenetics	"+3,+12,+18"	2	0.00%		1													1	0100000000000010		
extrascleral extension	yes	5	0.00%		1														0100000000000000		
extrascleral extension	na	10	0.00%		1														0100000000000000		
extrascleral extension	no	48	0.00%		1														0100000000000000		
condition	"9c acclim, sampled at 21c"	3	0.00%		1														0100000000000000		
condition	log phase culture after 10min exposure to acidic condition hcl ph4.5	7	0.00%		1														0100000000000000		
condition	oskc	4	0.00%		1														0100000000000000		
condition	patient urine in vivo	24	0.00%		1														0100000000000000		
condition	"28c acclim, sampled at 36c"	3	0.00%		1														0100000000000000		
